id,track,artist,cluster
4gZfY1TCkT8hEEud3je3fV,Digging Your Scene,The Blow Monkeys,8
6I6mrQa6GCuHcytc71nQ7P,Que Será de Ti,Luis Enrique,8
40RrsR16maAWMtBX6iav7d,She Wants To Dance With Me,Rick Astley,8
6qPzcZWV6tAX3WstpW50nC,Tamara Is A Punk,The Queers,8
0YMFcrMtBowDdD5bPz0cgy,Talkin' Bout A Revolution,Tracy Chapman,8
