id,track,artist,cluster
3x7UocMhbGtX046dBEnxhr,Pop Kardi,Pavvan,2
6XqBNBCqLypx0rubKLtkcC,A Nível De...,João Bosco,2
0hcW7qPqWWJc8189OaqQvX,You,Jesse Powell,2
3M31S6f0z8S3nkFh3eS06W,Drink To That All Night,Jerrod Niemann,2
4SnovfTMzsmOnAfITyPFTP,Come Back,The J. Geils Band,2
