id,track,artist,cluster
4EFThxuJ1AQeVhJG4vo8Vy,I Am Love,Jennifer Holliday,2
6bhE7I4xF5un9bc5d2YQSA,Sex As A Weapon,Pat Benatar,2
0pqXmjMhNVD9oq00BpB2tm,My Baby's Guns N' Roses,Brantley Gilbert,3
6NwhtCYkfwWlcR62Ac4E7y,Successful,Drake Featuring Trey Songz & Lil Wayne,3
4F9kJQrqtqtPQlHTiLOAJX,Never (Past Tense),The Roc Project Featuring Tina Arena,2
