id,track,artist,cluster
3azOJtUGKGMwEG5vGrFEVg,What Happened?,H2O,2
4rPVBk3ZxegZ9Cqt9M9OfM,Les derniers hommes,Mon Cote Punk,2
14P3TuBacyUO3Pyjg7xOpw,Even A Fool Can See,Peter Cetera,2
5r5cp9IpziiIsR6b93vcnQ,Walking On A Dream,Empire Of The Sun,2
1QnaEDLQn4nz0z8vWOrh0r,Maria Rosario,Los Amantes De Lola,2
