id,track,artist,cluster
44S8xPZQGvIWonst1gAnWK,Oya,Metá Metá,0
5D25Vmd458UZ6n27g76d3l,Have Faith In Me,A Day To Remember,2
4FTOpNYcGxnQdGNWSxIcio,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,1
6H75Ki32BRrJFQeDNR05s1,Not For Long,B.o.B Featuring Trey Songz,2
5Q1Q2GdMdVdXbo4WgJs3Cc,Too Hot,Loverboy,0
