id,track,artist,cluster
7dKQnlx6Rt5qvlUSgvsa3h,"Me, My Guitar And The Blues",Walter Trout,0
7K0lR5Ngf5jkOWt1g6ut6l,Girl Like You,Jason Aldean,0
6h9OeovoMSyaXR0l4Jj7J9,Autopoema,The Third And The Mortal,0
7qEKqBCD2vE5vIBsrUitpD,Ilomilo,Billie Eilish,0
0NeSfkU8LFzgd3ICfSektq,Straighten Up And Fly Right,Nat King Cole Trio,0
