id,track,artist,cluster
41c0FBsKGWXqAnQC3ifyzw,Too Much Ain't Enough Love,Jimmy Barnes,0
3BFj1uEYQhYOJAdGBsAbRO,Starwatcher,Lalu,0
1Yc2k9b9PNZSB6P5S53SPC,Fall At Your Feet,Crowded House,0
6h9OeovoMSyaXR0l4Jj7J9,Autopoema,The Third And The Mortal,0
2KmvTthSR8R05yX3gdS0kE,Easy For You To Say,Linda Ronstadt,0
